created_at,source,quote
2025-11-15T17:16:57.191493,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is all about that roundhouse kick, bout that roundhouse kick. No punches."
2025-11-15T17:16:57.191498,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can easily read your mind, by simply shooting you in the face and examining the wall behind you."
2025-11-15T17:16:57.191504,https://api.chucknorris.io/jokes/search?query=all,All professional sports teams pay Chuck Norris Not to play--saves money on body bags and funeral arrangements.
2025-11-15T17:16:57.191510,https://api.chucknorris.io/jokes/search?query=all,"If Chuck Norris decides he wants to take a shit on your chest, you just have to quickly come to terms with the fact that you're about to get shit-chested. All you can do is try to craft a thank you speech that touches him enough to not move on to other bodily expulsions."
2025-11-15T17:16:57.191520,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris contacted Smallpox. It made him sniffle and it evolved into Ebola. So he blew his nose while on vacation in Liberia.
2025-11-15T17:16:57.191526,https://api.chucknorris.io/jokes/search?query=all,The upcoming debut album by the Chuck Norris Experience is expected to become the highest-selling album of all time.
2025-11-15T17:16:57.191532,https://api.chucknorris.io/jokes/search?query=all,"There was once a 51st state, known as New Idaho. It has not been heard of since it snubbed Chuck Norris as governor and was roundhouse kicked into a parallel dimension, along with Chuck's virginity and the last sonofabitch that overcooked his panda bear steaks. Chuck Norris eats his panda raw"
2025-11-15T17:16:57.191541,https://api.chucknorris.io/jokes/search?query=all,People talk about what a bad ass Chuck Norris is and I just don't get it . I think it's all made up. To me he is just a regular just a minute someone at the the door...
2025-11-15T17:16:57.191548,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once shot down a Russian MIG in an aerial dogfight. Chuck was flying in a hot air ballon.
2025-11-15T17:16:57.191554,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has six assholes. And even he will need them all to shit enough corn & peanuts infused feces on the U.S. House of Representatives.
2025-11-15T17:16:57.191561,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has the worlds biggest balls, will Weston has the worlds second largest balls"
2025-11-15T17:16:57.191567,https://api.chucknorris.io/jokes/search?query=all,Chuck lives forever - You really want to know what happened to the dinosaurs? One of them made fun of Chuck Norris's 'stache.
2025-11-15T17:16:57.191573,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris's wife had a baby,he did all the breast feeding!"
2025-11-15T17:16:57.191578,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was originally going to be in Cowboys VS Aliens, but the movie would have been over in about 3 minutes and 7 seconds."
2025-11-15T17:16:57.191584,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris thinks Marcelles Wallace looks like a bitch.
2025-11-15T17:16:57.191589,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris starred in all the 6 Star Wars&#65279; films... as the Force.
2025-11-15T17:16:57.191594,https://api.chucknorris.io/jokes/search?query=all,"If Chuck Norris only had one leg, it would be called Hopper: Texas Ranger."
2025-11-15T17:16:57.191600,https://api.chucknorris.io/jokes/search?query=all,Once Chuck Norris actually tried on one of his roundhouse kicks. This was also the start of World war 1 and the aftershock of the beginning of World war 2
2025-11-15T17:16:57.191607,https://api.chucknorris.io/jokes/search?query=all,"CHUCK NORRIS CAN CUT THE PERFECT SLICE OF CAKE WITHOUT MESSING A SINGLE CRUMB, USING ONLY A BASEBALL BAT."
2025-11-15T17:16:57.191613,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was selling a line of drinks called (Chuck Norris in a can) in a wide variety of flavors, but do to the fact that the drinks had a roundhouse kick of flavor, it had the same effect as a roundhouse kick."
2025-11-15T17:16:57.191621,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris scrathes his balls with barb wire.
2025-11-15T17:16:57.191625,https://api.chucknorris.io/jokes/search?query=all,"After Chuck Norris roundhouse kicked Theresa Caputo, the Long Island Medium in the face for being a fake, she really was able to communicate with the dearly departed...posthumously."
2025-11-15T17:16:57.191633,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can destroy a falling piano with a dime.
2025-11-15T17:16:57.191638,https://api.chucknorris.io/jokes/search?query=all,All libraries file Chuck Norris' novels in Non-Fiction
2025-11-15T17:16:57.191643,https://api.chucknorris.io/jokes/search?query=all,Santa actually gives everyone presents. It's just that Chuck Norris pounds some of them into coal.
2025-11-15T17:16:57.191652,https://api.chucknorris.io/jokes/search?query=all,"The dinosaurs are extinct because when Chuck Norris was a growing boy, he ate them for lunch. All of them. In one sitting. Scientists have recently discovered prehistoric ash in the crater in mexico, revealing that this was not created by a meteor, but was in fact Chuck Norris's fire pit for this meal."
2025-11-15T17:16:57.191662,https://api.chucknorris.io/jokes/search?query=all,"Colnel Sander's 11 secret herbs and spices are actually Chuck Norris' sweat, pubes, toejam, backwash, clingons, sleep, fingernail clippings, urine, bile, heel callous and semen."
2025-11-15T17:16:57.191669,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris doesn't play billiards, as he pots all the balls on his first shot. You won't see this, you would have already been killed by the rebounding cueball."
2025-11-15T17:16:57.191676,https://api.chucknorris.io/jokes/search?query=all,"The Kool-Aid Pitcher Man once burst through Chuck Norris' livingroom wall and said, ""Oh Nooooo!"""
2025-11-15T17:16:57.191682,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once made a waterfall run backwards by sheer intimidation.
2025-11-15T17:16:57.191687,https://api.chucknorris.io/jokes/search?query=all,"Police searching Philip Seymour Hoffman's apartment found a cowboy hat, bowie knife, a full Walker: Texas Ranger DVD box set and a huge Chuck Norris-shaped hole in the wall. They didn't find this even slightly suspicious."
2025-11-15T17:16:57.191695,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesn't have normal white blood cells like you and I. His have a small black ring around them. This signifies that they are black belts in every form of martial arts and they roundhouse kick the shit out of viruses. That's why Chuck Norris never gets ill.
2025-11-15T17:16:57.191704,https://api.chucknorris.io/jokes/search?query=all,"It is impossible to beat Chuck Norris in rock, paper, scissors since his roundhouse kick beats all. Yes, even the bomb."
2025-11-15T17:16:57.191711,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris forced the Beatles to change the lyrics to many of their songs, including ""All You Need Is Chuck"", ""Hey Jude (Chuck Norris Fathered You)"" ""I Am Chuck's Walrus"" and ""Everybody's Got Something To Hide Except Chuck Norris""."
2025-11-15T17:16:57.191719,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can literally undress a woman with his eyes.
2025-11-15T17:16:57.191725,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris requires a recking ball to bowl
2025-11-15T17:16:57.191730,https://api.chucknorris.io/jokes/search?query=all,The last guy to play frisbee with Chuck Norris was actually Bob Dole.
2025-11-15T17:16:57.191735,https://api.chucknorris.io/jokes/search?query=all,The sperm whale is actually the 2nd diving champion. The 1st diving champion is Chuck Norris.
2025-11-15T17:16:57.191741,https://api.chucknorris.io/jokes/search?query=all,"It is a well known fact that too many uninformed people, now deceased, took Chuck Norris for granted. It is equally true that all living, well informed individuals take Chuck Norris for granite."
2025-11-15T17:16:57.191748,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is allergic to mercy. Enough said.
2025-11-15T17:16:57.191754,https://api.chucknorris.io/jokes/search?query=all,"Nowadays, it's said that the world will end when Chuck Norris eats a yellow apple tree and McDonald's large-sized French fries at the same time. Why? When Chuck Norris farted after eating ONE yellow apple and ONE French fry at the same time, the resulting explosion created Death Valley."
2025-11-15T17:16:57.191764,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once farted and lit it on fire as a joke. We now call it the sun.
2025-11-15T17:16:57.191769,https://api.chucknorris.io/jokes/search?query=all,The Grim Reaper is actually Chuck Norris's son.
2025-11-15T17:16:57.191775,https://api.chucknorris.io/jokes/search?query=all,The Chuck Norris commandments: Thou shall not misuse your lord Chuck Norris name. (Chuck 1:3)
2025-11-15T17:16:57.191780,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris starred in a sequel to the movie ""300"" It's called ""1"""
2025-11-15T17:16:57.191786,https://api.chucknorris.io/jokes/search?query=all,"if someone challenges Chuck Norris, life ends on earth"
2025-11-15T17:16:57.191791,https://api.chucknorris.io/jokes/search?query=all,"Once, while tooling around in his Delorean, Chuck Norris accidentally went 4.5 billion years into the past. Before returning to the present, he hocked a wad of phlegm out the window. And that is how all life on earth began."
2025-11-15T17:16:57.191803,https://api.chucknorris.io/jokes/search?query=all,"We're taught Jesus died for the redemption of our sins: past, present and future. If Chuck Norris sins, we're totally screwed. We'll need a bus full of Jesuses, for something as minor as when Chuck Norris says ""God dammit""."
2025-11-15T17:16:57.191811,https://api.chucknorris.io/jokes/search?query=all,Love is a battlefield. Chuck Norris is Field Marshall.
2025-11-15T17:16:57.191817,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once roundhouse kicked a horse in the face, its descendants are now called the giraffe"
2025-11-15T17:16:57.191823,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris pee'd his name in the snow at Aspen. He was standing in Dallas.
2025-11-15T17:16:57.191828,https://api.chucknorris.io/jokes/search?query=all,"When he was a kid, Chuck Norris invented an imaginary friend, whom he called 'God'. Everyone got in on the act, and religion was born."
2025-11-15T17:16:57.191835,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once defeated a alligator, a bear, and a cougar by tying them together with a anaconda"
2025-11-15T17:16:57.191841,https://api.chucknorris.io/jokes/search?query=all,"Sadly, Chuck Norris' famous last words were: ""Watch this"". ""Watch"" meaning, ""please kindly pay attention and observe"". ""This"" meaning, ""my snakeskin boot striking your skull thereby splattering your brains upon the ceiling, wall, hallway and finely fashioned Berber carpet""."
2025-11-15T17:16:57.191851,https://api.chucknorris.io/jokes/search?query=all,All the religions of the world believe that reading Chuck Norris facts aloud daily increases your chances of surviving till the next day.
2025-11-15T17:16:57.191857,https://api.chucknorris.io/jokes/search?query=all,Some people swallow live goldfish on a dare. Chuck Norris prefers live piranha.
2025-11-15T17:16:57.191863,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris dosen't call 911.. 911 calls Chuck Norris..
2025-11-15T17:16:57.191868,https://api.chucknorris.io/jokes/search?query=all,"""He protects woman, and kills enemies. We should all be like Chuck Norris"" - Israli Officer"
2025-11-15T17:16:57.191874,https://api.chucknorris.io/jokes/search?query=all,"It is said that a watch pot nevers boils, but in Chuck Norris case a watch pot boils in an instance out of fear and retallation from Chuck Norris"
2025-11-15T17:16:57.191880,https://api.chucknorris.io/jokes/search?query=all,The GM.DLS file contains the Roland SoundCanvas Sound Set which is protected under the following copyright: Roland GS Sound Set/Microsoft (P) 1996 Roland Corporation U.S. The Roland SoundCanvas Sound Set is licensed under Microsoft's End User License Agreement for use with Microsoft operating system products only. All other uses require a separate written license from Chuck Norris.
2025-11-15T17:16:57.191892,https://api.chucknorris.io/jokes/search?query=all,When Chuck Norris turned nine he finally kicked his parents the fuck out of his house.
2025-11-15T17:16:57.191898,https://api.chucknorris.io/jokes/search?query=all,"The DeathStar wasn't a destroying machine, it was one of Chuck Norris' balls."
2025-11-15T17:16:57.191903,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris usually finishes typing before the words start getting displayed on the screen
2025-11-15T17:16:57.191909,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris farts helium, which is tapped by the US Meteorological department to send balloon up into ionosphere. True fact."
2025-11-15T17:16:57.191919,https://api.chucknorris.io/jokes/search?query=all,The reason why Chuck Norris can get away with all of his thousands of murders is because he his 'preventing future crimes'.
2025-11-15T17:16:57.191926,https://api.chucknorris.io/jokes/search?query=all,Microsoft has made available a new outeractive smartphone app for bullied jr high school dorks and college geeks. It's called the Chuck Norris app. Push the app icon and a Chuck Norris fist explodes from the smartphone and lands squarely upon the soon to be bloody nose of the nearest bully.
2025-11-15T17:16:57.191935,https://api.chucknorris.io/jokes/search?query=all,"Most people have 23 chromosomes, Chuck Norris has 72 and they're all poisonous"
2025-11-15T17:16:57.191941,https://api.chucknorris.io/jokes/search?query=all,Dragon Ball Z was based upon all of Chuck Norris's moves
2025-11-15T17:16:57.191946,https://api.chucknorris.io/jokes/search?query=all,"If Chuck Norris ever starred in Jaws, the movie would be called: ""Dentures""."
2025-11-15T17:16:57.191951,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the only person on Earth who can literally be beside himself. You don't want to be around when they do that.
2025-11-15T17:16:57.191957,https://api.chucknorris.io/jokes/search?query=all,Whitney Houston was recently found dead in a Hotel room with drugs all around her body. She overdosed once she found out Chuck Norris was actually her father.
2025-11-15T17:16:57.191964,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris recently got Sylvester Stallone in a headlock and told him 'motherfucker if I ever hear you fucking swear I will motherfucking kill your entire motherfucking family, bitch'."
2025-11-15T17:16:57.191972,https://api.chucknorris.io/jokes/search?query=all,"If you're going to prison, simply tattoo 'PROPERTY OF CHUCK NORRIS' on your lower back, and you can drop the soap all you want."
2025-11-15T17:16:57.191980,https://api.chucknorris.io/jokes/search?query=all,This is Chuck Norris. Chuck Norris kills cyclops by punching them between the eyes. Chuck Norris kills all the bad guys without reloading. Chuck Norris is the greatest at being the greatest at everything. NO NOT attempt to be like Chuck.
2025-11-15T17:16:57.191988,https://api.chucknorris.io/jokes/search?query=all,"The DEA raided a hotel room to capture a man sniffing cocaine, upon knowing that it was CHUCK NORRIS they all hancuff and arrested themselves!"
2025-11-15T17:16:57.191995,https://api.chucknorris.io/jokes/search?query=all,The force actually has three sides. The light side the Darkside and the Chuck Norris side
2025-11-15T17:16:57.192000,https://api.chucknorris.io/jokes/search?query=all,"To prevent air pollution and save energy, Chuck Norris swallows smoldering coal and then eat raw fish to cook it inside his stomach."
2025-11-15T17:16:57.192007,https://api.chucknorris.io/jokes/search?query=all,"If a tree falls in the woods, not only did Chuck Norris hear it, he probably kicked that motherfucker over too."
2025-11-15T17:16:57.192013,https://api.chucknorris.io/jokes/search?query=all,CHUCK NORRIS IS ACTUALLY B******* O FROM LONDON
2025-11-15T17:16:57.192018,https://api.chucknorris.io/jokes/search?query=all,"Kiri-sute gomen (&#26028;&#25448;&#24481;&#20813; or &#20999;&#25448;&#24481;&#20813;, literally, ""authorization to cut and leave"" (the body of the victim)) is an old Japanese expression dating back to the feudal era right to strike (right of samurai to kill commoners for perceived affronts). Samurai had the right to strike with sword at anyone of a lower class who compromised their honour. Chuck Norris is the only person on earth who is still allowed to do this."
2025-11-15T17:16:57.192031,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is so passionate, all of his crimes of passion are misdemenor fines that all of his victims/chosen ones will gladly pay for him."
2025-11-15T17:16:57.192038,https://api.chucknorris.io/jokes/search?query=all,The rotation of the Earth was actually started by a Chuck Norris roundhouse kick.
2025-11-15T17:16:57.192043,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris demands a 29th day of February every 4 years. We call this leap year. It's true name is leapspinkick year.
2025-11-15T17:16:57.192049,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can parallel park a freight train
2025-11-15T17:16:57.192054,https://api.chucknorris.io/jokes/search?query=all,It was actually Chuck Norris who gave Halle Berry the vanilla fever.
2025-11-15T17:16:57.192059,https://api.chucknorris.io/jokes/search?query=all,"Time heals all wounds. Except, of course, if you've just been wounded by Chuck Norris. Then you're fucked."
2025-11-15T17:16:57.192066,https://api.chucknorris.io/jokes/search?query=all,E=MC2 actually means EVERYTHING = Mr. CHUCK NORRIS CHUCK NORRIS!
2025-11-15T17:16:57.192071,https://api.chucknorris.io/jokes/search?query=all,"Contrary to popular belief, Chuck Norris does actually sleep - with his eyes wide open, rarely blinking."
2025-11-15T17:16:57.192077,https://api.chucknorris.io/jokes/search?query=all,"Allstate may protect you from mayhem, but it is useless against Chuck Norris."
2025-11-15T17:16:57.192083,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has submitted internet forms without posting all required information because he is a machine - not a mere man.
2025-11-15T17:16:57.192089,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris did not call the wrong number.You answered the wrong phone.
2025-11-15T17:16:57.192094,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesn't have a shadow anymore because he roundkicks a wall if it appears
2025-11-15T17:16:57.192100,https://api.chucknorris.io/jokes/search?query=all,"You are always told to turn off your cell phone during a flight, in case Chuck Norris calls you and whispers the secret incantation to make you spontaneously combust."
2025-11-15T17:16:57.192107,https://api.chucknorris.io/jokes/search?query=all,"In stead of threatening to call child support whenever my dad wants to beat me, I threaten to call Chuck Norris."
2025-11-15T17:16:57.192113,https://api.chucknorris.io/jokes/search?query=all,"On Storage Wars, Chuck Norris is allowed go in all the storage lockers and open all the boxes he wants. Who's going to stop him."
2025-11-15T17:16:57.192119,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can kill you with a cotton ball.
2025-11-15T17:16:57.192124,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the only man to swim the entire length of the Amazon. He swam all 4048 miles in 7 days.
2025-11-15T17:16:57.192130,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was ask to join the cast of The Exspendables, but once Stallone offered Chuck the part.... he did a roundhouse kick, and said with a grin.. Sly you know as well as anyone.. Chuck Norris is not expendable."
2025-11-15T17:16:57.192138,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can't use Twitter, because he is doing everything, everywhere, all the time. It would break the Internet."
2025-11-15T17:16:57.192144,https://api.chucknorris.io/jokes/search?query=all,The Bill Of Rights was written by Chuck Norris on a used napkin and was originally called The Chuck Of Wrongs.
2025-11-15T17:16:57.192150,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris played golf. He tee'd off. The ball landed in the cup, bounced out, landed in the 2nd cup, then the 3rd... finally stopping in the 18th."
2025-11-15T17:16:57.192157,https://api.chucknorris.io/jokes/search?query=all,The U.S. Coast Guard has approved recordings of Chuck Norris farts for use on all maritime vessels as the preferred fog horn signal.
2025-11-15T17:16:57.192164,https://api.chucknorris.io/jokes/search?query=all,no one really knows why Sergio Busquets kicked the ball over the bars against Chelsea until now he was threatened by Chuck Norris in the crowd telling him you score this son and you will never be at peace because you will be living in fear thinking when you will feel the wrath of my roundhouse kick
2025-11-15T17:16:57.192177,https://api.chucknorris.io/jokes/search?query=all,"A man once took Chuck Norris to court for alleged assult. After the shortest jury deliberation in history, the man was found guilty of first-degree Talking Shit About Mr. Norris and sentenced to death by instant roundhouse kick."
2025-11-15T17:16:57.192186,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was originally cast as Lord Eddard ""Ned"" Stark in Game of Thrones, but Boromir was cast instead because the film crew couldn't find a sword that can chop off Chuck Norris' head."
2025-11-15T17:16:57.192193,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris' neighbor asked if he could help fix his taps. Chuck fixed his taps, all right - then tapped his wife."
2025-11-15T17:16:57.192200,https://api.chucknorris.io/jokes/search?query=all,"Faster than a speeding bullet ... more powerful than a locomotive ... able to leap tall buildings in a single bound... yes, these are some of Chuck Norris's warm-up exercises."
2025-11-15T17:16:57.192207,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was originally set to play Dr. Manhattan in Watchmen, but the producers realized that the vision of a butt-naked fifty-foot tall, blue-glowing Chuck would result in erotically-charged rioting in cinemas the world over."
2025-11-15T17:16:57.192216,https://api.chucknorris.io/jokes/search?query=all,"The original idea for the game Left4DEAD, was to have the four survivors run around fighting the horde of undead left by Chuck Norris, eventually Defeating him and killing his horde of minions, however, halfway through production, the creators saw the error of their ways when no matter how hard they tried, they could not get the in game Chuck to die, cause no one can kill the Norris!"
2025-11-15T17:16:57.192228,https://api.chucknorris.io/jokes/search?query=all,"If you blame Chuck Norris, your actually blaming yourself."
2025-11-15T17:16:57.192233,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris invented crunk. That's actually how you say his name in Chuckenese.
2025-11-15T17:16:57.192239,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesn't need glasses. He just gets new eyeballs.
2025-11-15T17:16:57.192244,https://api.chucknorris.io/jokes/search?query=all,"After Michael Jackson's death, investigators turned a blind eye to the huge Chuck Norris-shaped hole in the bedroom wall."
2025-11-15T17:16:57.192250,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can literally break his foot off in your ass.
2025-11-15T17:16:57.192255,https://api.chucknorris.io/jokes/search?query=all,"Before the boogeyman goes to sleep, he checks his closet to make sure Chuck Norris folded all the clothes correctly."
2025-11-15T17:16:57.192261,https://api.chucknorris.io/jokes/search?query=all,"Yes, Chuck Norris' genitals are naturally huge & not, as rumored, infected with Elephantiasis."
2025-11-15T17:16:57.192267,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is who taught Bear Ghrylls all his survival skills.
2025-11-15T17:16:57.192272,https://api.chucknorris.io/jokes/search?query=all,If Money is the root of all Evil... Evil is th root of CHUCK NORRIS!
2025-11-15T17:16:57.192277,https://api.chucknorris.io/jokes/search?query=all,CHUCK NORRIS SPEAKS IN ALL CAPS!
2025-11-15T17:16:57.192282,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once had a dandruff problem, we call the product cocaine"
2025-11-15T17:16:57.192288,https://api.chucknorris.io/jokes/search?query=all,"In celebration of this, the 8000th Chuck Norris fact, Lord Norris decided to give a shit about internet nerds for the first time in his life. It wasn't really worth it, he reportedly said, and immediately went back to murdering people and having constant orgies and being generally badass and awesome."
2025-11-15T17:16:57.192299,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris holds one of his balls in each pant leg
2025-11-15T17:16:57.192304,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can hit Mach 3 in his hot-air balloon.
2025-11-15T17:16:57.192309,https://api.chucknorris.io/jokes/search?query=all,Brokeback Mountain is not just a film. It's also what Chuck Norris calls the pile of dead ninjas is his backyard.
2025-11-15T17:16:57.192315,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can knock that chip off your shoulder. Usually your shoulder gets knocked off too.
2025-11-15T17:16:57.192322,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesn't need a baseball bat to Beat on the Brat.
2025-11-15T17:16:57.192329,https://api.chucknorris.io/jokes/search?query=all,The key to eradicating all disease lies in the immune system of Chuck Norris.
2025-11-15T17:16:57.192334,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is currently involved in a lawsuit against the writers of the 'Hokey Pokey' claiming that, in reality, Chuck Norris is what it is all about."
2025-11-15T17:16:57.192341,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris called himself Walker because he doesn't need to run to catch all the bandits.
2025-11-15T17:16:57.192347,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once round-house kicked a man in a call centre. Over the phone.
2025-11-15T17:16:57.192352,https://api.chucknorris.io/jokes/search?query=all,"In museums, Chuck Norris is allowed to touch the artifacts."
2025-11-15T17:16:57.192357,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris invented the soccer ball by dehydrating a zebra.
2025-11-15T17:16:57.192362,https://api.chucknorris.io/jokes/search?query=all,"Once, due to an engine stall of his F-22 Raptor during a Dessert Storm sorte', Chuck Norris had to ejaculate over the Red Sea."
2025-11-15T17:16:57.192368,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the answer to all your problems.
2025-11-15T17:16:57.192373,https://api.chucknorris.io/jokes/search?query=all,A Chuck Norris stare can literally burn holes through you.
2025-11-15T17:16:57.192378,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' parallel parking skills are unparalleled.
2025-11-15T17:16:57.192383,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris strangles an alligator, he gets Gatorade."
2025-11-15T17:16:57.192388,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has a meat thresher insallled in his living room as a ceiling fan.
2025-11-15T17:16:57.192393,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris was a kid they used to call him ""Chucky the devil's doll"""
2025-11-15T17:16:57.192398,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris could literally mop the floor with your face. He could also vaccum his car out with your digestive tract. And disinfect his toilet with your soul.
2025-11-15T17:16:57.192406,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris typed ""LMAO"" on the internet, he actually did it."
2025-11-15T17:16:57.192411,https://api.chucknorris.io/jokes/search?query=all,"There is great debate over whether The Book Of Chuck (written by Chuck Norris in 1989) should be included in the Bible. It mostly contains stories of Norris' sexual conquests and his overall Godliness, but the occasional philosophy contained within easily renders the rest of the books obsolete."
2025-11-15T17:16:57.192420,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris practices his roundhouse kicks: a. Anywhere he wants B. Chuck Norris doesn't need to practice C. On your face D. All of the above Hint: The answer is 'd'
2025-11-15T17:16:57.192427,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can finish a fat Cuban cigar in a single massive drag. He will then crunch up and swallow the roach, and stare at you while slowly exhaling through his nostrils."
2025-11-15T17:16:57.192435,https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris strikes, it is literally like lightning. Count in seconds after a flash before you hear the thunder. that's how far away he is."
2025-11-15T17:16:57.192444,https://api.chucknorris.io/jokes/search?query=all,"When Alexander Bell invented the telephone, he had 3 missed calls from Chuck Norris."
2025-11-15T17:16:57.192450,https://api.chucknorris.io/jokes/search?query=all,"Osama bin Laden actually shot HIMSELF in the head. The first SEAL in said ""hit the floor!"". bin Laden thought he said ""hi, I'm Chuck Norris!""."
2025-11-15T17:16:57.192457,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris installed Skynet on his iPod.
2025-11-15T17:16:57.192462,https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was once asked in an interview what he thought about all the Chuck Norris jokes going around. He simply said ""They aren't jokes"" and went back to drinking his mug of nails."
2025-11-15T17:16:57.192469,https://api.chucknorris.io/jokes/search?query=all,"On his way to St. Ives, Chuck Norris killed a man with seven wives. He then fucked all seven wives and stomped a SHITLOAD of cats and kittens to death."
2025-11-15T17:16:57.192476,https://api.chucknorris.io/jokes/search?query=all,When Chuck Norris was born his Dr did the customary slap on the ass. Chuck didnt appreciate this so he punched the Dr in the balls.
2025-11-15T17:16:57.192482,https://api.chucknorris.io/jokes/search?query=all,The Chuck Norris family once had a weiner roast in what was formally called the Mojave Forrest.
2025-11-15T17:16:57.192488,https://api.chucknorris.io/jokes/search?query=all,Paul McCartney eats a vegan diet all the time -- except when he eats in the presence of Chuck Norris.
2025-11-15T17:16:57.192494,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris was featured on wheel of fortune all people did for the past 30 minutes was stare at a wheel not stopping
2025-11-15T17:16:57.192500,https://api.chucknorris.io/jokes/search?query=all,"On rare occasion, Chuck Norris will allow a woman to give him a hickey. But then, only on his hemorrhoids."
2025-11-15T17:16:57.192507,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once took a test called the S.T.A.N.D. he got pissed before he got to the tenth question and roundhoused it.... it is now known as the S.A.T.
2025-11-15T17:16:57.192514,https://api.chucknorris.io/jokes/search?query=all,"The surest cure for constipation is to hang a picture of Chuck Norris in the lavatory, for Chuck Norris scares the crap out of all living things."
2025-11-15T17:16:57.192520,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris could bend Uri Geller with his mind. But he would prefer to brutally roundhouse kick him in the face if he ever comes back to America.
2025-11-15T17:16:57.192527,https://api.chucknorris.io/jokes/search?query=all,"After his wedding, Chuck Norris sent ""You're Welcome"" cards to all of his guests."
2025-11-15T17:16:57.192532,https://api.chucknorris.io/jokes/search?query=all,"It has been rumored that the previous North Korean Premier, Kim Jong-il actually died shortly after calling Chuck Norris an ""Amelican Plick"""
2025-11-15T17:16:57.192539,https://api.chucknorris.io/jokes/search?query=all,Chuck Norris receives billion-dollar royalty cheques from the World Bank monthly for his cameo role in 'Dodgeball'.
