source,quote
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesnt do the ice bucket challenge. Chuck Norris does the HOT LAVA BUCKET CHALLENGE.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris recently ran into Nancy Pelosi and she told Chuck she had just flown in from Washington D. C. Chuck said ""oh really, where did you park your broom""?"
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris literally shits bricks. These bricks have been used to build 17 orphanages in his lifetime. Ironically, Chuck's favorite pasttime is burning down orphanages."
https://api.chucknorris.io/jokes/search?query=all,"A comet will erase the human race, the sciencists called the comet Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the only computer system that beats a Mac or a PC. Too bad all it does is round house kicks the user.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris fairly warned Tony Siragusa to not use Depends to ""protect his manhood"" before racking him in the balls."
https://api.chucknorris.io/jokes/search?query=all,"If you ever dream of beating Chuck Norris in a thumb war, the next event in said dream will be a 6734-ton weight falling on you. This is Chuck Norris's roundhouse kick."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once made a 367 yard putt with a ping-pong ball.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once rappelled 12,000 ft. down a mountain cliff to save a baby eagle chick that had fallen from its nest. After he returned the chick to its nest, the mother eagle flew in carrying a dead rabbit. Chuck Norris killed her instantly with a karate chop for being neglectful and threw her feathered carcass off the cliff. Then he ripped the rabbit apart with his teeth and lovingly fed the eagle chick mouth to beak. Chuck Norris is epic."
https://api.chucknorris.io/jokes/search?query=all,The eleventh Commandment: 'Disregard all of the above when Chuck Norris tells you to do his bidding.'
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can blow up a steel wall by touching it with his left pinkie toe.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris wants all South Carolina beach goers to feel safe because he will personally be extracting all the teeth from all area sharks this 4th of July weekend.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris wears a size 2 ballet slipper.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris went back to the past and impregnate hisself to make the purest chuck we know today. We can call him prime chuck.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris knows all the words in the dictionary, except the word ""Mercy""."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once challenged Cool Hand Luke to an egg eating contest. Chuck Norris beat Cool Hand Luke by eating 500 eggs to Luke's record of 50. Chuck Norris's bowel movement after he ate all those eggs later starred in the 80's film ""Howard the Duck!"""
https://api.chucknorris.io/jokes/search?query=all,"Finally, many of you may be wondering why Republican candidate Mike Huckabee couldn't gain the GOP nomination even with help from the great Chuck Norris. We don't know why exactly, but conspiracy theorists may see some tie in with this legend about Norris: Contrary to popular belief, America is not a democracy, it is a Chucktatorship."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once stabbed a man with a bowling ball.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris pummels the shit outta you, get yourself to a hospital, and tell 'em Chuck sent you - they've got a special ward all ready to go."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once opened a can of Campbells chicken noodle soup with his eyeballs.
https://api.chucknorris.io/jokes/search?query=all,"One summer day, Chuck Norris was grilling steaks in his backyard when Bobby Flay approached him and challenged him to a Throwdown. Six hours later, surgeons were successful in reducing the swelling in Bobby's brain caused by a perfectly placed roundhouse kick to Bobby's temple. Prior to surgery, Bobby's head swelled up as big as Alton Browns head..."
https://api.chucknorris.io/jokes/search?query=all,The 7 wonders of the world were actually Chuck Norris' science fair projects. And Chuck Norris is the 8th wonder of the world.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once rhymed ""pain"" with ""balls."" No one called him on it."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris does not have elephantitis on his balls. He is just well-endowed.
https://api.chucknorris.io/jokes/search?query=all,"Just to prove Darwin's theory of evolution wrong, Chuck Norris went 300 billion years back in time and killed the world's first amoeba. He then returned to modern day and killed all the world's Dawinists, thus proving the Darwin's theory of survival of the fittest to be correct."
https://api.chucknorris.io/jokes/search?query=all,"While waiting at the drive up window at the local KFC for his order of lobster thermidor, Chuck Norris chugged a gallon of Wild Turkey. When his order arrived, he barfed in the cashiers face and drove off laughing."
https://api.chucknorris.io/jokes/search?query=all,"The term 'crack a smile' actually was slang for one of Chuck Norris' signature moves, one he mainly uses for killing smug assholes.The term 'crack a smile' actually was slang for one of Chuck Norris' signature moves, one he mainly uses for killing smug assholes."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris won the 2014 Pulitzer Prize for his 874 page short story called ""Me, Chuck Norris""."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is the only man that is allowed to have his cell phone on in a hospital, because he is the one that puts people in the hospital"
https://api.chucknorris.io/jokes/search?query=all,Many cinemas in the south-west feature sold-out all-night marathons of Chuck Norris' Total Gym infomercials.
https://api.chucknorris.io/jokes/search?query=all,"This Halloween, Miley Cyrus wants to go Twerk or Treating at Chuck Norris' house. Epic failure!"
https://api.chucknorris.io/jokes/search?query=all,Chucky is actually Chuck Norris' son.......wait what the fu-
https://api.chucknorris.io/jokes/search?query=all,"""Everybody Hates Chris"" was originally called ""Chuck Norris hates Chris"""
https://api.chucknorris.io/jokes/search?query=all,A circus clown once bumped into Chuck Norris. It took him only three seconds to twist the clown into an animal balloon.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris set a world record in the 100 yard dash at 8.2 seconds. In doing so, he also set the world record for the mile run as he lapped all opponets in the 100 yard dash 18 times."
https://api.chucknorris.io/jokes/search?query=all,"CHuck Norris is the Mack Daddy, and we are all but his hoes."
https://api.chucknorris.io/jokes/search?query=all,All of Chuck Norris' fingers are trigger fingers.
https://api.chucknorris.io/jokes/search?query=all,"If you add Chuck Norris to your friends list, all your other friends will instantly disappear. You don't need them anymore."
https://api.chucknorris.io/jokes/search?query=all,NASA has found a replacement for the space shuttle. They are calling it Chuck Norris's arm.
https://api.chucknorris.io/jokes/search?query=all,"It's the assholes like John West that Chuck Norris brutally roundhouse kicks, that makes Chuck Norris the best."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can retract his beard, wolverine-style, at will. It makes that metallic sound and everything."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once roundhouse kicked Mr Lawrence Thread so hard all that was left of his name was Mr T.
https://api.chucknorris.io/jokes/search?query=all,"To ensure that the classic movies are not forgotten by future generations, many are currently being updated by digitally inserting Chuck Norris into them. So get ready for the upcoming re-releases of such classics as Norris Of Arabia, Chuckablanca and Citizen Chuck."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris doesn't have to pay $4.00 a gallon for gas. His vehicle is too frightened to ever run out.
https://api.chucknorris.io/jokes/search?query=all,Curators at Madame Tussauds Wax Museum had to remove the life size wax figure of Chuck Norris one day after they first installed it. It seems they found Chuck Norris' wax foot deeply inbedded in the face of the Michael Jackson figure.
https://api.chucknorris.io/jokes/search?query=all,When a biker falls while riding he gets a permanent case of road rash. When a ninja falls fighting Chuck Norris he gets a permanent case of Chuck rash.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris was in high school he played baseball. He did not use a bat, he just used his fist to punch the ball out of the park."
https://api.chucknorris.io/jokes/search?query=all,Originally Schools had blocked websites. Chuck Norris can go in blocked websites.
https://api.chucknorris.io/jokes/search?query=all,"Most tough eat nails for breakfast, Chuck Norris does all his grocery shopping at The Home Depot."
https://api.chucknorris.io/jokes/search?query=all,The Swiss all own a Chuck Norris Army Knife.
https://api.chucknorris.io/jokes/search?query=all,"Contrary to popular folklore, Ebenezer Scrooge became filled with the true spirit of Christmas after he found out that Tiny Tim is Chuck Norris' nephew. And the fact that Chuck Norris relentlessly kicked his ass all night long on Christmas eve."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris skipped all grades simultaneously, including college. When he was two."
https://api.chucknorris.io/jokes/search?query=all,"Contrary to popular belief, there are actually 5 classical elements: Earth, Air, Fire, Water, and Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was seriously considered for all the major roles in the Avengers movies, except of course the female characters Black Widow and Hawkeye."
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris farts in an elevator, all the other passengers hold their breath and say ""good one, Chuck""!"
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was recently inducted to the Rock & Roll Hall of Fame for his superlative rendition of the Iron Butterly hit song, ""In-A-Gadda-Da-Vida"" which he sang while playing his hand made dulcimer."
https://api.chucknorris.io/jokes/search?query=all,"""We will never know how brave Chuck Norris till we discover something in the universe that Chuck Norris is actually afraid of."" - Socrates Socrates didn't die a natural death."
https://api.chucknorris.io/jokes/search?query=all,The raisins in Kellogg's Raisin Bran are actually dehydrated Chuck Norris boogers.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was actually the original Spock in Star Trek, but was fired because instead of saying 'live long and prosper', he would always say 'die hard... with a vengance'."
https://api.chucknorris.io/jokes/search?query=all,When Chuck Norris takes a crap this is what's called an earthquake.
https://api.chucknorris.io/jokes/search?query=all,All e-mail from Chuck Norris is preceded by this warning: Open at your own risk. Enough said.
https://api.chucknorris.io/jokes/search?query=all,"Everyone knew the world was flat,but they especially didn't want sail around the world because they knew if they fell then Chuck Norris would roundhouse kick them."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once took his pants off in a Thanksgiving Day parade. All the horses wept. Male and female.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once played a game of basketball with Walt Disney's head.
https://api.chucknorris.io/jokes/search?query=all,Do you know why Chuck Norris doesn't have hair on his balls.....?????......????? because hair doesn't grow on steel!
https://api.chucknorris.io/jokes/search?query=all,A sign at the entrance to NorrisWorld: 'You need to be at least this tall (30 microns) to die from a Chuck Norris roundhouse kick.'
https://api.chucknorris.io/jokes/search?query=all,"If Kobe Bryant can throw a basketball 20m and shoot, Chuck Norris can throw Kobe Bryant 30 m and score."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris doesn't chop trees in minecraft to get wood, the trees just falls every time he's near them."
https://api.chucknorris.io/jokes/search?query=all,"A movie about Chuck Norris' early years is in the works, although its production has been delayed -- presumably because they're still trying to find an actor who can read the script without being immediately hospitalized by a serious case of spontaneous ball-shrivelling."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris participated in the Running of The Bulls but was banned from ever doing it again. All the bulls ran from Chuck and wouldn't come back.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris finally defeated Joan Rivers.
https://api.chucknorris.io/jokes/search?query=all,My grand-father has Chuck Norris' head mounted on his wall.
https://api.chucknorris.io/jokes/search?query=all,"A girl asked Chuck Norris to shave his beard. Chuck Norris roundhouse kicked her, and she grew taller and her hair grew shorter. That girl is now Justin Bieber."
https://api.chucknorris.io/jokes/search?query=all,"It can be either called 'the war against terrorism', or 'the war FOR Chuck Norrism'."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris really wants to hurt Boy George.
https://api.chucknorris.io/jokes/search?query=all,Gordon Ramsay features Chuck Norris' Toaster Strudel recipe in all of his restaurants.
https://api.chucknorris.io/jokes/search?query=all,In the sport of bull riding staying on for 8 seconds is success. In Texas there is a sport called Chuck Norris riding. To date no bull has been able to stay on Chuck Norris for more then 3 seconds.
https://api.chucknorris.io/jokes/search?query=all,"Haiti once talked about Chuck Norris' momma, we all know what happened to Haiti."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris actually means God in spanish, english, german, roundhouse, arabic, french, assassin, italian and just go with it or he'll kick you"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris keeps a shotgun in his wallet.
https://api.chucknorris.io/jokes/search?query=all,"If iron and steel can talk, they wanna call Chuck Norris daddy."
https://api.chucknorris.io/jokes/search?query=all,In 2014 Chuck Norris invested 1 cent with a Wall Street investment firm. As of today he became a billionaire.
https://api.chucknorris.io/jokes/search?query=all,"When landing on the moon, Neil Armstrong actually said, 'one small step for man, one giant leap for mankind... and just an average stride for Chuck Norris'"
https://api.chucknorris.io/jokes/search?query=all,"Alls well that ends well. But if your life ends with a Chuck Norris roundhouse kick, all is not well."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris sold his soul to the devil for his rugged good looks and unparalleled martial arts ability. Shortly after the transaction was finalized, Chuck roundhouse kicked the devil in the face and took his soul back. The devil, who appreciates irony, couldn't stay mad and admitted he should have seen it coming. They now play poker every second Wednesday of the month."
https://api.chucknorris.io/jokes/search?query=all,Every convicted killer in the history of the world has been innocent. They were all just covering for Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"After consuming four gallons of Captain Morgan Rum Chuck Norris was pulled over and ask to perform a field sobriety test. He did so while standing with (L)boot on empty 1/2 gal(R)boot touching bearded ass,head tilted back,fingers touching flaming nostrils and saying the alphabet back words in 23 foregin languages...while being taserd."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has been all over more co-ed ass than butterfly tattoos.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has Skynet installed on his laptop.
https://api.chucknorris.io/jokes/search?query=all,Some creatures fatally confuse Chuck Norris' beard with a rain forrest.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can stop a chainsaw with his hand. This is actually true. There is footage. Not surprising, as he brushes his teeth with one twice a day."
https://api.chucknorris.io/jokes/search?query=all,"Actually, it was Chuck Norris that fought The Battle of Jericho. Joshua later played taps."
https://api.chucknorris.io/jokes/search?query=all,Female bodybuilders are originally catwalk models who are foolish enough to swallow Chuck Norris' Testosterone-and-protein-rich semen.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once wrestled a huge alligator for over 9 hours before he realized that he was actually masterbating.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris throws a ball, it crushes someone like a wrecking ball. I blame miley cyrus."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris didn't like watching Aaron Hernandez play football. So he sent him to prison so he wouldn't have to see him play again.
https://api.chucknorris.io/jokes/search?query=all,"During WWII, it was really Chuck Norris we dropped on Hiroshima."
https://api.chucknorris.io/jokes/search?query=all,"When The terminator said ""I'll be back"", he was actually going to seek the help of Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' tongue is actually an atypical proboscis which he has adapted to absorb the last few drops of liquid & foam from the bottom of his beer cans.
https://api.chucknorris.io/jokes/search?query=all,Converse were originally called Chuck Norris...not Chuck Taylor.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once shoved a watermelon up Gallagher's nose. Then shattered it with a flying roundhouse kick. Thus, proving that Gallagher is scatter-brained."
https://api.chucknorris.io/jokes/search?query=all,An elderly man accidentally let his Buick roll into Chuck Norris' new Lexus. Chuck was furious and got violent. Chuck punched out the Buick.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is allowed to draw pictures of Mohammad
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris participated in the 2005 home run derby, he has yet to receive the ""Golden Ball""."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris called himself Walker because he doesn't need to run.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris can ignore the call of nature for 36 hours, but he can never ignore the call of duty."
https://api.chucknorris.io/jokes/search?query=all,Kryptonite is actually a piece of Chuck Norris's nose booger
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris' beard has a Twitter account, a Myspace page, and a bestselling biography by Mick Wall. A HBO miniseries is currently in the works."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' childhood asthma allowed him to breathe underwater.
https://api.chucknorris.io/jokes/search?query=all,"Surely there are aliens in the universe, but guess why they don't come to earth? Chuck Norris does not allow them to."
https://api.chucknorris.io/jokes/search?query=all,The 1951 UFO sighting was actually a man hole cover kicked by Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"Only Chuck Norris can prevent forest fires, but he really likes gigantic toasted marshmallows."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has some gold, frankincense, and myrrh sitting on his mantelpiece, next to the three embalmed skulls of the so-called 'wise' men."
https://api.chucknorris.io/jokes/search?query=all,"There is a new unit of measurement called CNRKs [Chuck Norris Roundhouse Kicks]. 1 CNRK is enough to knock out something JUST tougher than 100000 lions. The Big Bang measured at 2 CNRKs, so far the only thing to certainly be more powerful than 1 CNRK. The Tsar Bomb, though, measured at a puny 0.0000327581 CNRKs, and the MOAB at 0.0000000000000000476738295873826782 CNRKs. The regular blink of a regular eye measured at an extremely puny 0.00000000000000000000000[insert 1000 zeroes here]6783758684 CNRKs."
https://api.chucknorris.io/jokes/search?query=all,Some people say that it is impossible go through through walls.... they have never met Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"This one time, at band camp, Chuck Norris nailed all the girls and beat the crap out of all the boys."
https://api.chucknorris.io/jokes/search?query=all,Faces of Death is actually a biography of people that were given a choice other than a Chuck Norris roundhouse kick.
https://api.chucknorris.io/jokes/search?query=all,Thank God Chuck Norris finally caught up with Joan Rivers.
https://api.chucknorris.io/jokes/search?query=all,"The A-Team originally was to have only 1 member: Chuck Norris. But when NBC couldn't meet Chuck's salary demands, they had to replace him with the quartet of B.A., Face, Hannibal and Murdock."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris was pissed off because George Washington was president, so he called him a pussy and roundhouse kicked George to the face"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris almost turned down a cameo in the movie 'dodgeball' on the grounds that he doesn't dodge balls.. He prefers them resting on his chin.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris air-guitars, you can actually hear the real sound of a Gibson Les Paul coming from his air guitar."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris roundhouse kicks you in the head, his foot will actually go through your skin, skull and brain, then reappear out the other side. This is not magic, this is power. And if you survive, that would be magic."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once wrote...""I will personally roundhouse kick anybody in the face that missplells words!"""
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris ate the fat bastard who ate all the pies.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris officially announced today that he is in fact permantly retiring...your face from public view.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can literally slap you stupid.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris visited Saudi Arabia, all the arabs run out."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once allowed a man shoot an apple off his head at 20 paces with a 12 gauge shotgun. He was unharmed of course.
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris brutally murders you, he will send the cleanup bill to your immediate family, and they'd better fucking pay."
https://api.chucknorris.io/jokes/search?query=all,All your base are belong to Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"Sam Jackson is the only person to ever out-surf Chuck Norris at Chadderton baths. Incidentally, Chuck roundhouse kicked him in the face, and the force put him in a roundhouse induced coma for the rest of his natural life..."
https://api.chucknorris.io/jokes/search?query=all,"The Eiffel Tower was originally built by Chuck Norris out of the scrap metal in his back yard, as a monument to his manhood. When he got 12, he decided the monument didn't quite live up to what it was supposed to represent, and did the only appropriate thing. He gave it to the French."
https://api.chucknorris.io/jokes/search?query=all,If any one who gets this message should know to never call Chuck Norris a fraud or you will end up like me and the rest who are in Chuck Norrie's stomach being prepared to be slowly digested without knowing it.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once roundhouse kicked SpongeBob SquarePants in the butt so hard that SpongeBob had to legally change his name to SpongeBob ParallelogramPants.
https://api.chucknorris.io/jokes/search?query=all,"The City of Douche, NJ formally changed it's name to Hackensack after Chuck Norris spent a night in the local Motel 6 & simultaniously screwed 12 of the city's female taxi drivers."
https://api.chucknorris.io/jokes/search?query=all,Every woman who has experienced multiple orgasms has one thing in common with all the others: each one was with Chuck Norris at the time.
https://api.chucknorris.io/jokes/search?query=all,"If Chuck Norris ever allowed a sports team to be named after him, that team would never lose again...except when Chuck Norris played against it."
https://api.chucknorris.io/jokes/search?query=all,"Over the years, Chuck Norris has had thousands of tattoos, but because of his healing factor they usually fade within a few hours. He just sometimes likes to impress his dates by getting big sleeves, back-tatts and a '666' on his forehead."
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris makes love to a woman, the Earth literally moves for her, at least at 3.5 on the Richter Scale."
https://api.chucknorris.io/jokes/search?query=all,The earth was once called Pangaea until Chuck Norris stepped on a crack.
https://api.chucknorris.io/jokes/search?query=all,All the Chuck Norris facts you have read or ever will read took place within the first minute of him creating himself.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can swallow a bannana and make you look gay.
https://api.chucknorris.io/jokes/search?query=all,"One time while sparring with Wolverine, Chuck Norris accidentally lost his left testicle. You might be familiar with it to this very day by its technical term: Jupiter."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris is the only man ever to beat a brick wall in a game of tennis.
https://api.chucknorris.io/jokes/search?query=all,"A UFO tried to abduct Chuck Norris once. When the aliens woke up three hours later, they had no memory of what had happened, but did find that their watches had stopped and their asses were really sore..."
https://api.chucknorris.io/jokes/search?query=all,All of Chuck Norris' limbs act as natural particle accelerators.
https://api.chucknorris.io/jokes/search?query=all,"If you accidentally sit in Chuck Norris' seat at the opera, expect to have a clarinet jammed up your ass by intermission."
https://api.chucknorris.io/jokes/search?query=all,"When the Bible said God made man in his own image, it did not mean all men. Just Chuck Norris."
https://api.chucknorris.io/jokes/search?query=all,Ghostbusters call Chuck Norris
https://api.chucknorris.io/jokes/search?query=all,"If you don't make these jokes funny, Chuck Norris will run all the way around the world in a millasecond and roundhouse kick you in the face!"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris writes documents with unintentionally blank pages.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris never asks you to 'step outside', he actually wants as many people to witness your brutal slaughter as possible."
https://api.chucknorris.io/jokes/search?query=all,"On the morning of July 30, 1975, Jimmy Hoffa scratched Chuck Norris' truck. Hoffa vanished later that day. Let this be a lesson for all."
https://api.chucknorris.io/jokes/search?query=all,All of the athletes caught using steroids were in fact injecting themselves with a drop of Chuck Norris piss!
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris only agreed to be in 'The Expendables 2' so he could have the chance to sit all his co-stars in a darkened room and show them a DVD of him banging all their respective wives, and offer pointers to them."
https://api.chucknorris.io/jokes/search?query=all,"You are always told to turn off your cell phone during a flight, in case Chuck Norris calls you and whispers the secret inantation to make you spontaneously combust."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris like to go for a nap outside during all of his flights.
https://api.chucknorris.io/jokes/search?query=all,Rambo is actually just a cheap Chinese knock-off of Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris recently did the ice-bucket challenge. And naturally, it turned to steam before it could hit him."
https://api.chucknorris.io/jokes/search?query=all,Christiano Ronaldo is only good at soccer for one reason.Chuck Norris taught him how to roundhouse the ball.
https://api.chucknorris.io/jokes/search?query=all,"They say you are what you eat, but this rule doesnt apply to Chuck Norris because all he eats is Pussy!!!"
https://api.chucknorris.io/jokes/search?query=all,"When he wants to, Chuck Norris can literally shit nickels. This comes in handy when he's playing the slots in Vegas"
https://api.chucknorris.io/jokes/search?query=all,"Steven Seagal triple bogied the par 5, 187 yd third hole from the women's tee. Chuck Norris was amused. Then from the 4th tee Chuck Norris drove his ball 895 yards which was legally scored a hole in zero on the 4th when his ball rolled in the hole on the 5th for a hole in one there."
https://api.chucknorris.io/jokes/search?query=all,The reason why Chuck Norris is such a badass is he thought all the yo momma jokes were written about his mother.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris can literally turn your ass into grass.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris wrote a series of books called, ""How To Roundhouse Kick Like Chuck Norris"". Volume 13 contained only a very realistic Chuck Norris leg which would roundhouse-kick the reader. One survivor rewrote it from his point of view, and the series is now in few libraries, if not none."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris writes all the lyrics for Cannibal Corpse. And are all based on personal experiences.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' last birthday party was held at the La Brea Tar Pits where he enjoyed all of the party games and easily won the 'dunking for dinosaurs' event.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once woke up one morning thinking he was in the process of strangling a 1,200 pound walrus but then very quickly realized that he was actually masterbating."
https://api.chucknorris.io/jokes/search?query=all,"In the morning, Chuck Norris eats specially formulated Cheerios made of cement."
https://api.chucknorris.io/jokes/search?query=all,The Battle of the Little Big Horn was lost soley because an inebriated Custer errantly set Chuck Norris' GPS to a location some 85 miles away called the Big Little Porn.
https://api.chucknorris.io/jokes/search?query=all,The band Disturbed used to be called I'm Fine until they saw Chuck Norris.
https://api.chucknorris.io/jokes/search?query=all,"If Princess Leia was really smart, she would have said, ""Help me Chuck Norris, you're my only hope."""
https://api.chucknorris.io/jokes/search?query=all,"How many roads must a man walk down, before you can call him a man? Don't ask Chuck Norris, he was considered a man by age four."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris once stayed at the Hotel California and was allowed to check out...and leave.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris once traveled ahead in time just simply to enter the Starship Enterprise, intentionally get captured by the Borg and inseminate of Seven of Nine."
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris has the worlds biggest balls, will has the worlds second largest balls"
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris will personally come over and baptize your son if you name him Walker or Texas Ranger.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris has the heart of a child........ HE KEEPS IT IN A SMALL BOX.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris' bedroom has leather walls.
https://api.chucknorris.io/jokes/search?query=all,All men are born equal. Chuck Norris was just born more equal than everyone else.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris was the Fourth Wiseman. He gave Baby Jesus the gift of Beard. Jesus loved it so much the other Wisemen were jealous of his obvious gift favoritism. They then used their combined influence to have Chuck Norris omitted from the Bible. All three later died mysteriously from roundhouse-kick related issues.
https://api.chucknorris.io/jokes/search?query=all,Hey look! Is that Chuck Norris I see calling you over? (You better hope he doesn't kill ya.)
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris personally knows every SI swimsuit model. He should -- he banged each one of them.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris went on the All-Pussy diet. He gained 6,000 tonnes."
https://api.chucknorris.io/jokes/search?query=all,Only God is allowed to edit Chuck Norris' Wikipedia page.
https://api.chucknorris.io/jokes/search?query=all,Colnel Sanders actually died by eleven of Chuck Norris' kicks and punches.
https://api.chucknorris.io/jokes/search?query=all,"When you're in Texas don't look behind you, all you will see is Chuck Norris' boot impaling your face followed by a bright light."
https://api.chucknorris.io/jokes/search?query=all,"When Chuck Norris does ab crunches, his abs actually crunch."
https://api.chucknorris.io/jokes/search?query=all,"Few people are aware that the entire lead-in of the Iron Butterfly hit ""In-A-Gadda-Da-Vida"" was actually recorded solely by Chuck Norris playing a piccolo."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris recently shot a 59 for a round of golf using a hockey stick and a super ball.
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris really doesn't need the Total Gym to stay in shape and score with women. That just happens naturally.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is a better agent than perry the platypus, And all other agents."
https://api.chucknorris.io/jokes/search?query=all,Chuck Norris enjoys big game deep sea fishing. He generally uses a live moose for bait.
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris beat Pac-Man without doing anthing.He roundhouse kicked all of the ghosts until they had a pool of blood all over the screen and Chuck Norris commented ""NOTHING STANDS CHUCK NORRIS'S FUCKING WAY!"" That qualifies as doing nothing"
https://api.chucknorris.io/jokes/search?query=all,"Chuck Norris is the pricipal of the School Of Hard Knocks. Or as it's officially called, The Charles Norris Xavior's School For Gifted Bastard Offspring Of Lord Norris. It is responsible for all human death in the world."
